Frame,X,Y
3419,1606,137
3420,1597,138
3421,1584,138
3422,1572,137
3423,1561,136
3424,1551,134
3425,1541,132
3426,1533,130
3427,1525,127
3428,1518,125
3429,1512,121
3430,1506,118
3431,1502,115
3432,1498,110
3433,1496,105
3434,1494,101
3435,1492,105
3436,1490,109
3437,1490,113
3438,1490,118
3439,1492,121
3440,1492,124
3441,1494,127
3442,1496,128
3443,1499,129
3444,1502,131
3445,1506,133
3446,1511,134
3447,1516,135
3448,1522,135
3449,1529,132
3450,1536,128
3451,1543,124
3452,1551,120
3453,1560,116
3454,1569,111
3455,1579,107
3456,1589,103
3457,1599,101
3458,1603,103
3459,1600,104
3460,1590,104
3461,1580,103
3462,1570,102
3463,1561,101
3464,1553,101
3465,1546,102
3466,1539,102
3467,1534,102
3468,1529,102
3469,1524,102
3470,1520,102
3471,1518,103
3472,1516,103
3473,1514,104
3474,1513,104
3475,1512,105
3476,1512,106
3477,1513,105
3478,1512,104
3479,1513,103
3480,1514,103
3481,1514,104
3482,1514,103
3483,1516,102
3484,1517,102
3485,1518,103
3486,1223,581
3487,1202,565
3488,1182,549
3489,1162,531
3490,1143,515
3491,1123,498
3492,1105,483
3493,1088,468
3494,1074,456
3495,1064,447
3496,1060,442
3497,1057,434
3498,1053,424
3499,1050,415
3500,1050,404
3501,1051,391
3502,1052,380
3503,1057,367
3504,1064,352
3505,1070,338
3506,1076,322
3507,1082,308
3508,1089,292
3509,1095,279
3510,1101,269
3511,1106,262
3512,1109,259
3513,1111,256
3514,1114,255
3515,1117,251
3516,1121,247
3517,1123,243
3518,1126,239
3519,1125,232
3520,1125,226
3521,1125,220
3522,1125,214
3523,1127,204
3524,1130,191
3525,1135,177
3526,1140,161
3527,1146,143
3528,1153,123
3529,1159,104
3530,1166,91
3531,1173,92
3532,1181,104
3533,1188,120
3534,1197,135
3535,1205,149
3536,1214,163
3537,1222,173
3538,1230,181
3539,1236,185
3540,1238,186
3541,1235,181
3542,1231,175
3543,1225,165
3544,1219,155
3545,1213,142
3546,1207,129
3547,1201,116
3548,1197,104
3549,1192,96
3550,1188,98
3551,1183,108
3552,1178,119
3553,1175,130
3554,1171,141
3555,1169,151
3556,1168,158
3557,1171,157
3558,1179,151
3559,1186,144
3560,1194,137
3561,1203,132
3562,1213,126
3563,1223,119
3564,1233,113
3565,1244,106
3566,1255,103
3567,1266,108
3568,1278,114
3569,1290,119
3570,1303,124
3571,1315,128
3572,1327,128
3573,1335,120
3574,1343,109
3575,1352,99
3576,1361,97
3577,1371,103
3578,1381,112
3579,1391,122
3580,1403,125
3581,1414,124
3582,1425,116
3583,1438,107
3584,1451,99
3585,1464,97
3586,1477,99
3587,1492,106
3588,1507,114
3589,1521,123
3590,1537,131
3591,1552,137
3592,1569,135
3593,1587,133
3594,1604,130
3595,1612,127
3596,1605,124
3597,1591,122
3598,1575,119
3599,1561,116
3600,1547,113
3601,1534,109
3602,1522,106
3603,1510,102
3604,1499,103
3605,1490,107
3606,1481,110
3607,1473,113
3608,1464,116
3609,1458,119
3610,1452,122
3611,1447,125
3612,1443,125
3613,1439,123
3614,1436,120
3615,1433,116
3616,1432,113
3617,1431,109
3618,1431,105
3619,1431,103
3620,1432,108
3621,1433,111
3622,1433,115
3623,1433,118
3624,1434,121
3625,1435,123
3626,1438,125
3627,1441,125
3628,1445,124
3629,1450,123
3630,1455,121
3631,1461,119
3632,1468,117
3633,1475,114
3634,1483,112
3635,1491,110
3636,1500,107
3637,1510,104
3638,1521,102
3639,1531,105
3640,1543,107
3641,1555,109
3642,1568,109
3643,1581,111
3644,1595,111
3645,1605,113
3646,1606,114
3647,1598,117
3648,1585,119
3649,1573,120
3650,1562,122
3651,1551,124
3652,1541,125
3653,1533,127
3654,1524,129
3655,1517,130
3656,1511,131
3657,1505,133
3658,1499,135
3659,1496,136
3660,1492,137
3661,1490,135
3662,1488,134
3663,1487,132
3664,1487,131
3665,1490,131
3666,1492,131
3667,1496,131
3668,1501,131
3669,1506,130
3670,1512,130
3671,1518,129
3672,1526,128
3673,1534,127
3674,1542,127
3675,1552,127
3676,1562,126
3677,1572,127
3678,1583,127
3679,1595,127
3680,1602,128
3681,1602,129
3682,1594,132
3683,1583,133
3684,1573,135
3685,1564,137
3686,1557,136
3687,1552,131
3688,1548,124
3689,1546,118
3690,1545,112
3691,1544,105
3692,1544,100
3693,1543,102
3694,1544,109
3695,1544,115
3696,1547,121
3697,1551,125
3698,1556,130
3699,1562,134
3700,1569,137
3701,1577,140
3702,1585,143
3703,1594,145
3704,1600,147
3705,1600,148
3706,1594,151
3707,1585,151
3708,1578,153
3709,1572,154
3710,1570,153
3711,1575,152
3712,1581,149
3713,1587,145
3714,1594,141
3715,1598,138
3716,1594,135
3717,1587,133
3718,1581,130
3719,1576,128
3720,1571,125
3721,1567,122
3722,1565,118
3723,1565,114
3724,1565,110
3725,1566,106
3726,1568,101
3727,1568,103
3728,1570,107
3729,1572,112
3730,1575,117
3731,1579,121
3732,1582,125
3733,1586,130
3734,1592,134
3735,1596,138
3736,1592,144
3737,1590,149
3738,1588,154
3739,1588,159
3740,1588,164
3741,1588,169
3742,1588,173
3743,1590,178
3744,1592,182
3745,1595,186
3746,1593,190
3747,1589,193
3748,1587,195
3749,1586,198
3750,1587,201
3751,1588,203
3752,1588,206
3753,1589,210
3754,1590,213
3755,1591,216
3756,1592,219
3757,1595,222
3758,1593,224
3759,1591,226
3760,1591,229
3761,1589,230
3762,1588,231
3763,1587,231
3764,1587,231
3765,1588,231
3766,1590,230
3767,1591,228
3768,1591,226
3769,1592,224
3770,1594,222
3771,1593,221
3772,1592,219
3773,1591,217
3774,1591,214
3775,1590,211
3776,1589,209
3777,1590,207
3778,1592,205
3779,1595,204
3780,1592,204
3781,1590,203
3782,1589,202
3783,1590,201
3784,1592,199
3785,1595,199
3786,1592,198
3787,1590,197
3788,1588,196
3789,1588,195
3790,1588,194
3791,1588,193
3792,1588,193
3793,1589,195
3794,1590,196
3795,1592,198
3796,1595,199
3797,1592,200
3798,1590,200
3799,1590,201
3800,1590,200
3801,1591,199
3802,1593,198
3803,1594,198
3804,1592,198
3805,1590,197
3806,1590,197
3807,1590,196
3808,1591,195
3809,1593,195
3810,1595,195
3811,1592,194
3812,1591,193
3813,1280,577
3814,1263,561
3815,1245,548
3816,1226,539
3817,1206,530
3818,1191,515
3819,1180,498
3820,1169,481
3821,1159,464
3822,1151,446
3823,1143,428
3824,1136,411
3825,1130,395
3826,1129,380
3827,1132,363
3828,1135,348
3829,1141,332
3830,1148,318
3831,1155,306
3832,1161,297
3833,1169,289
3834,1178,283
3835,1187,281
3836,1192,276
3837,1196,265
3838,1200,256
3839,1206,253
3840,1213,255
3841,1219,263
3842,1227,272
3843,1234,280
3844,1242,289
3845,1249,297
3846,1257,305
3847,1265,314
3848,1271,315
3849,1275,307
3850,1279,300
3851,1285,294
3852,1291,288
3853,1299,282
3854,1307,277
3855,1315,271
3856,1316,265
3857,1313,260
3858,1305,255
3859,1297,251
3860,1290,247
3861,1283,244
3862,1275,247
3863,1269,250
3864,1263,253
3865,1257,257
3866,1253,261
3867,1250,265
3868,1246,268
3869,1243,271
3870,1240,274
3871,1237,275
3872,1234,277
3873,1232,279
3874,1231,281
3875,1229,282
3876,1227,283
3877,1227,284
3878,1226,284
3879,1225,283
3880,1225,282
3881,1225,281
3882,1225,282
3883,1225,283
3884,1226,284
3885,1227,284
3886,1226,283
3887,1226,283
3888,1225,283
3889,1224,282
3890,1225,282
3891,1226,282
3892,1227,281
3893,1228,280
3894,1229,280
3895,1231,281
3896,1234,281
3897,1237,280
3898,1239,278
3899,1241,276
3900,1243,274
3901,1247,273
3902,1251,271
3903,1256,269
3904,1261,267
3905,1267,265
3906,1273,264
3907,1279,263
3908,1286,261
3909,1293,259
3910,1301,257
3911,1309,254
3912,1313,254
3913,1311,257
3914,1304,259
3915,1298,262
3916,1292,264
3917,1286,266
3918,1281,267
3919,1277,268
3920,1273,269
3921,1269,271
3922,1267,273
3923,1265,274
3924,1263,275
3925,1263,279
3926,1263,281
3927,1265,283
3928,1268,284
3929,1271,286
3930,1274,288
3931,1277,290
3932,1280,293
3933,1284,295
3934,1287,297
3935,1292,299
3936,1296,301
3937,1301,303
3938,1306,301
3939,1311,298
3940,1317,295
3941,1316,294
3942,1310,295
3943,1305,295
3944,1300,295
3945,1296,295
3946,1293,295
3947,1290,295
3948,1288,295
3949,1287,295
3950,1286,294
3951,1285,293
3952,1284,292
3953,1283,292
3954,1284,293
3955,1285,293
3956,1287,295
3957,1289,294
3958,1290,293
3959,1292,291
3960,1294,289
3961,1297,288
3962,1301,287
3963,1305,286
3964,1311,285
3965,1314,285
3966,1310,285
3967,1305,285
3968,1301,287
3969,1298,289
3970,1297,290
3971,1295,292
3972,1293,294
3973,1292,295
3974,1291,297
3975,1290,297
3976,1290,297
3977,1291,297
3978,1291,296
3979,1292,295
3980,1292,293
3981,1294,292
3982,1295,291
3983,1297,289
3984,1298,286
3985,1299,283
3986,1300,281
3987,1303,278
3988,1305,275
3989,1307,271
3990,1310,267
3991,1312,263
3992,1310,260
3993,1306,257
3994,1303,255
3995,1302,251
3996,1301,247
3997,1299,248
3998,1297,251
3999,1296,253
4000,1294,255
4001,1292,256
4002,1291,257
4003,1290,257
4004,1291,257
4005,1292,256
4006,1294,255
4007,1296,253
4008,1297,251
4009,1299,248
4010,1301,247
4011,1303,251
4012,1305,254
4013,1307,257
4014,1310,260
4015,1313,263
4016,1311,266
4017,1310,269
4018,1308,272
4019,1307,275
4020,1305,278
4021,1305,281
4022,1306,283
4023,1307,285
4024,1307,288
4025,1309,291
4026,1312,293
4027,1315,295
4028,1315,299
4029,1315,303
4030,1315,307
4031,1317,310
4032,1320,310
4033,1322,310
4034,1321,313
4035,1320,316
4036,1321,319
4037,1323,319
4038,1328,317
4039,1329,319
4040,1329,321
4041,1327,319
4042,1326,316
4043,1326,314
4044,1324,313
4045,1323,311
4046,1322,310
4047,1321,309
4048,1321,309
4049,1321,310
4050,1322,310
4051,1323,311
4052,1323,312
4053,1324,312
4054,1324,313
4055,1325,313
4056,1325,313
4057,1324,313
4058,1324,312
4059,1323,312
4060,1324,313
4061,1324,313
4062,1325,313
4063,1324,313
4064,1324,312
4065,1324,312
4066,1324,312
4067,1324,313
4068,1324,313
4069,1324,312
4070,1324,312
4071,1324,312
4072,1324,313
4073,1324,312
4074,1324,312
4075,1324,312
4076,1324,313
4077,1324,312
4078,1324,312
4079,1324,312
4080,1324,313
4081,1324,312
4082,1324,312
4083,1324,312
4084,1324,312
4085,1324,312
4086,1324,312
4087,1324,313
4088,1324,313
4089,1324,312
4090,1324,313
4091,1324,312
4092,1324,313
4093,1324,312
4094,1324,312
4095,1324,312
4096,1324,313
4097,1409,462
4098,1393,444
4099,1380,425
4100,1369,404
4101,1356,384
4102,1345,362
4103,1334,346
4104,1324,334
4105,1314,323
4106,1300,317
4107,1286,319
4108,1278,328
4109,1278,339
4110,1281,349
4111,1293,359
4112,1301,370
4113,1308,383
4114,1315,398
4115,1323,412
4116,1332,422
4117,1342,432
4118,1353,437
4119,1365,436
4120,1375,427
4121,1381,415
4122,1389,401
4123,1397,389
4124,1403,375
4125,1405,361
4126,1400,349
4127,1391,346
4128,1381,351
4129,1370,356
4130,1360,365
4131,1350,373
4132,1341,382
4133,1333,392
4134,1326,401
4135,1319,409
4136,1314,414
4137,1309,413
4138,1306,406
4139,1303,397
4140,1301,389
4141,1299,379
4142,1297,374
4143,1295,376
4144,1293,383
4145,1292,391
4146,1291,399
4147,1291,407
4148,1292,411
4149,1295,407
4150,1299,401
4151,1303,395
4152,1307,388
4153,1311,381
4154,1316,375
4155,1322,370
4156,1330,368
4157,1339,366
4158,1349,364
4159,1359,362
4160,1369,360
4161,1379,358
4162,1386,358
4163,1392,358
4164,1399,357
4165,1405,357
4166,1403,363
4167,1400,369
4168,1398,375
4169,1397,382
4170,1396,388
4171,1396,395
4172,1396,402
4173,1395,406
4174,1389,408
4175,1384,410
4176,1380,410
4177,1379,413
4178,1380,416
4179,1381,419
4180,1381,422
4181,1378,420
4182,1376,419
4183,1375,418
4184,1375,418
4185,1376,419
4186,1376,421
4187,1378,423
4188,1378,422
4189,1378,420
4190,1380,417
4191,1382,416
4192,1385,415
4193,1388,413
4194,1390,411
4195,1392,407
4196,1395,405
4197,1397,401
4198,1398,397
4199,1398,393
4200,1398,389
4201,1399,385
4202,1400,381
4203,1401,377
4204,1403,373
4205,1404,370
4206,1402,366
4207,1400,364
4208,1400,364
4209,1399,364
4210,1397,366
4211,1396,368
4212,1396,370
4213,1396,372
4214,1396,374
4215,1398,377
4216,1400,378
4217,1402,378
4218,1400,376
4219,1398,376
4220,1396,375
4221,1396,374
4222,1398,375
4223,1399,376
4224,1400,377
4225,1402,379
4226,1401,378
4227,1400,377
4228,1398,376
4229,1397,375
4230,1397,374
4231,1397,374
4232,1398,374
4233,1399,374
4234,1401,373
4235,1403,373
4236,1403,372
4237,1401,372
4238,1399,372
4239,1400,373
4240,1402,373
4241,1404,373
4242,1403,374
4243,1402,374
4244,1401,375
4245,1401,374
4246,1402,374
4247,1403,373
4248,1403,373
4249,1402,373
4250,1401,372
4251,1400,371
4252,1400,371
4253,1401,371
4254,1402,372
4255,1402,373
4256,1401,373
4257,1401,373
4258,1401,371
4259,1401,371
4260,1402,371
4261,1403,371
4262,1404,370
4263,1403,369
4264,1404,368
4265,1404,367
4266,747,622
4267,747,615
4268,742,610
4269,737,614
4270,730,619
4271,725,628
4272,718,640
4273,711,655
4274,704,673
4275,699,691
4276,696,710
4277,694,729
4278,686,747
4279,674,760
4280,661,773
4281,647,784
4282,630,787
4283,612,790
4284,595,793
4285,576,796
4286,559,799
4287,541,798
4288,524,794
4289,507,790
4290,497,782
4291,492,774
4292,489,765
4293,486,756
4294,481,748
4295,476,740
4296,471,733
4297,475,726
4298,479,719
4299,483,713
4300,484,708
4301,483,703
4302,481,699
4303,477,697
4304,472,695
4305,473,694
4306,478,694
4307,481,695
4308,483,696
4309,486,695
4310,494,694
4311,502,694
4312,510,693
4313,519,693
4314,530,694
4315,541,695
4316,552,695
4317,566,695
4318,578,697
4319,589,698
4320,598,697
4321,603,692
4322,607,684
4323,611,675
4324,613,667
4325,616,660
4326,618,654
4327,616,649
4328,611,647
4329,606,647
4330,600,648
4331,594,649
4332,587,651
4333,580,654
4334,572,657
4335,565,661
4336,557,666
4337,548,671
4338,544,679
4339,545,687
4340,551,694
4341,558,701
4342,566,708
4343,573,715
4344,580,723
4345,586,732
4346,592,740
4347,597,748
4348,600,753
4349,601,758
4350,600,762
4351,598,767
4352,596,771
4353,591,771
4354,585,772
4355,578,773
4356,569,773
4357,558,772
4358,547,771
4359,539,769
4360,532,767
4361,525,766
4362,521,764
4363,523,758
4364,526,753
4365,529,749
4366,531,744
4367,533,741
4368,535,738
4369,535,738
4370,531,738
4371,527,739
4372,523,739
4373,520,741
4374,519,742
4375,521,744
4376,522,747
4377,523,751
4378,523,756
4379,523,761
4380,524,767
4381,527,771
4382,529,776
4383,531,782
4384,535,786
4385,540,789
4386,544,793
4387,548,796
4388,554,795
4389,558,794
4390,563,793
4391,565,792
4392,568,792
4393,568,790
4394,569,791
4395,569,791
4396,569,791
4397,568,791
4398,567,792
4399,567,793
4400,567,793
4401,567,792
4402,569,791
4403,569,790
4404,571,790
4405,570,790
4406,569,791
4407,569,791
4408,570,790
4409,570,790
4410,570,790
4411,570,790
4412,570,790
4413,570,790
4414,570,790
4415,1112,714
4416,1105,697
4417,1100,680
4418,1089,665
4419,1078,651
4420,1065,636
4421,1052,621
4422,1040,607
4423,1027,596
4424,1014,584
4425,1002,572
4426,993,560
4427,987,551
4428,984,542
4429,981,534
4430,986,527
4431,992,521
4432,999,517
4433,1006,515
4434,1014,518
4435,1021,523
4436,1029,529
4437,1036,540
4438,1044,552
4439,1049,561
4440,1053,571
4441,1052,581
4442,1048,591
4443,1045,602
4444,1042,613
4445,1039,624
4446,1035,638
4447,1033,650
4448,1029,663
4449,1023,678
4450,1018,693
4451,1013,708
4452,1008,721
4453,1007,729
4454,1005,737
4455,1004,740
4456,1009,741
4457,1016,737
4458,1024,735
4459,1029,737
4460,1035,742
4461,1039,743
4462,1041,741
4463,1040,735
4464,1039,727
4465,1034,721
4466,1027,714
4467,1020,707
4468,1012,696
4469,1006,686
4470,1000,676
4471,994,666
4472,989,657
4473,985,652
4474,983,649
4475,980,647
4476,977,645
4477,975,643
4478,977,643
4479,981,643
4480,984,643
4481,987,644
4482,990,645
4483,993,645
4484,996,643
4485,999,641
4486,1002,638
4487,1004,637
4488,1008,635
4489,1011,634
4490,1013,632
4491,1015,631
4492,1018,629
4493,1021,628
4494,1025,627
4495,1028,627
4496,1031,627
4497,1035,627
4498,1039,627
4499,1043,627
4500,1046,630
4501,1045,634
4502,1043,638
4503,1044,642
4504,1045,647
4505,1046,653
4506,1047,659
4507,1049,664
4508,1047,670
4509,1046,676
4510,1047,682
4511,1045,689
4512,1044,694
4513,1044,701
4514,1040,706
4515,1037,711
4516,1034,718
4517,1028,722
4518,1022,725
4519,1017,728
4520,1018,725
4521,1021,720
4522,1024,715
4523,1028,714
4524,1033,715
4525,1037,715
4526,1037,711
4527,1035,707
4528,1035,704
4529,1031,701
4530,1024,696
4531,1017,691
4532,1010,686
4533,1003,682
4534,997,678
4535,990,675
4536,984,671
4537,979,669
4538,982,667
4539,988,667
4540,994,667
4541,1001,667
4542,1007,667
4543,1014,667
4544,1021,667
4545,1028,667
4546,1034,667
4547,1037,667
4548,1032,667
4549,1025,667
4550,1019,668
4551,1013,668
4552,1007,668
4553,1002,669
4554,997,670
4555,992,671
4556,987,673
4557,983,676
4558,979,679
4559,982,680
4560,986,678
4561,991,677
4562,995,676
4563,1000,676
4564,1004,677
4565,1009,679
4566,1014,680
4567,1020,681
4568,1025,683
4569,1031,685
4570,1036,687
4571,1033,689
4572,1028,689
4573,1022,690
4574,1017,691
4575,1012,693
4576,1007,695
4577,1003,698
4578,1003,696
4579,1006,693
4580,1008,688
4581,1009,684
4582,1011,681
4583,1013,677
4584,1015,674
4585,1018,672
4586,1021,671
4587,1023,671
4588,1027,671
4589,1030,670
4590,1034,669
4591,1034,669
4592,1031,669
4593,1027,671
4594,1025,672
4595,1022,673
4596,1021,675
4597,1019,678
4598,1017,680
4599,1016,683
4600,1015,687
4601,1016,691
4602,1017,696
4603,1017,701
4604,1018,705
4605,1020,706
4606,1024,703
4607,1028,699
4608,1031,696
4609,1033,693
4610,1033,689
4611,1034,686
4612,1034,683
4613,1035,680
4614,1035,677
4615,1034,675
4616,1033,674
4617,1033,673
4618,1034,672
4619,1035,672
4620,1035,673
4621,1034,674
4622,1033,675
4623,1032,676
4624,1031,677
4625,1029,679
4626,1028,680
4627,1027,681
4628,1026,683
4629,1024,685
4630,1023,687
4631,1021,689
4632,1020,691
4633,1020,694
4634,1019,697
4635,1018,700
4636,1016,703
4637,1015,706
4638,1014,703
4639,1014,700
4640,1014,698
4641,1013,695
4642,1013,693
4643,1013,692
4644,1013,691
4645,1012,689
4646,1013,690
4647,1013,690
4648,1014,691
4649,1013,692
4650,1012,693
4651,1011,694
4652,1010,695
4653,1010,696
4654,1010,697
4655,1009,699
4656,1009,702
4657,1011,703
4658,1013,703
4659,1015,705
4660,1017,705
4661,1020,704
4662,1022,703
4663,1025,703
4664,1027,704
4665,1028,702
4666,1029,700
4667,1029,699
4668,1030,700
4669,1029,701
4670,1027,702
4671,1027,704
4672,1025,703
4673,1023,703
4674,800,320
4675,822,335
4676,843,346
4677,863,357
4678,885,368
4679,905,379
4680,925,387
4681,943,391
4682,963,394
4683,984,396
4684,1005,399
4685,1027,402
4686,1047,403
4687,1070,402
4688,1094,401
4689,1119,399
4690,1143,397
4691,1169,395
4692,1195,393
4693,1220,391
4694,1246,390
4695,1272,389
4696,1297,389
4697,1323,388
4698,1349,388
4699,1375,387
4700,1398,385
4701,1419,382
4702,1437,378
4703,1454,375
4704,1470,373
4705,1487,371
4706,1505,374
4707,1524,377
4708,1543,379
4709,1564,383
4710,1587,386
4711,1608,389
4712,1616,392
4713,1607,395
4714,1589,399
4715,1573,403
4716,1566,405
4717,1561,411
4718,1554,419
4719,1551,425
4720,1555,425
4721,1565,425
4722,1574,422
4723,1587,418
4724,1600,413
4725,1606,409
4726,1603,404
4727,1592,401
4728,1580,397
4729,1569,393
4730,1565,388
4731,1568,383
4732,1577,379
4733,1587,375
4734,1598,371
4735,1604,369
4736,1602,366
4737,1594,364
4738,1583,361
4739,1574,358
4740,1567,355
4741,1569,349
4742,1573,342
4743,1579,335
4744,1585,330
4745,1593,325
4746,1597,320
4747,1595,315
4748,1588,309
4749,1582,304
4750,1576,300
4751,1571,295
4752,1567,291
4753,1565,285
4754,1568,285
4755,1575,284
4756,1582,285
4757,1589,285
4758,1597,285
4759,1599,284
4760,1598,283
4761,1592,283
4762,1585,284
4763,1578,284
4764,1573,285
4765,1568,285
4766,1566,287
4767,1567,290
4768,1568,294
4769,1571,298
4770,1574,301
4771,1579,305
4772,1584,308
4773,1590,312
4774,1596,315
4775,1595,319
4776,1589,322
4777,1584,325
4778,1580,329
4779,1576,333
4780,1575,337
4781,1574,342
4782,1574,346
4783,1575,351
4784,1576,355
4785,1578,361
4786,1581,365
4787,1584,371
4788,1588,375
4789,1593,381
4790,1595,386
4791,1590,391
4792,1585,395
4793,1582,399
4794,1578,403
4795,1576,406
4796,1575,409
4797,1578,410
4798,1582,412
4799,1586,415
4800,1591,417
4801,1596,419
4802,1593,421
4803,1588,423
4804,1584,426
4805,1582,429
4806,1579,432
4807,1580,435
4808,1583,437
4809,1587,441
4810,1592,443
4811,1596,446
4812,1592,449
4813,1587,453
4814,1584,455
4815,1580,457
4816,1578,459
4817,1580,460
4818,1584,461
4819,1588,461
4820,1594,462
4821,1596,463
4822,1590,464
4823,1586,465
4824,1583,465
4825,1581,467
4826,1580,469
4827,1581,471
4828,1582,473
4829,1584,475
4830,1587,478
4831,1590,481
4832,1595,483
4833,1592,486
4834,1588,489
4835,1586,492
4836,1584,495
4837,1584,499
4838,1584,502
4839,1586,506
4840,1588,510
4841,1590,514
4842,1595,518
4843,1593,522
4844,1589,526
4845,1587,531
4846,1586,535
4847,1587,540
4848,1588,545
4849,1591,549
4850,1594,555
4851,1593,559
4852,1590,565
4853,1588,570
4854,1587,576
4855,1587,582
4856,1588,589
4857,1590,595
4858,1594,601
4859,1594,607
4860,1590,614
4861,1588,620
4862,1588,627
4863,1591,633
4864,1595,640
4865,1593,647
4866,1590,653
4867,1587,661
4868,1589,668
4869,1592,676
4870,1595,684
4871,1593,693
4872,1591,701
4873,1590,710
4874,1590,720
4875,1591,729
4876,1592,740
4877,1594,751
4878,1593,762
4879,1593,773
4880,1594,785
4881,1594,798
4882,1595,811
4883,1594,823
4884,1594,837
4885,1594,851
4886,1593,866
4887,1593,881
4888,1593,896
4889,1594,912
4890,1595,928
4891,1594,943
4892,1593,960
4893,1591,976
4894,1587,983
4895,1581,981
4896,1575,969
4897,1570,956
4898,1566,941
4899,1563,928
4900,1556,921
4901,1549,915
4902,1542,910
4903,1536,906
4904,1531,902
4905,1526,898
4906,1523,897
4907,1520,900
4908,1516,903
4909,1514,906
4910,1513,910
4911,1512,915
4912,1511,920
4913,1510,926
4914,1510,932
4915,1510,939
4916,1511,947
4917,1512,955
4918,1514,964
4919,1516,972
4920,1519,976
4921,1522,975
4922,1525,970
4923,1527,962
4924,1530,954
4925,1532,947
4926,1532,941
4927,1535,932
4928,1541,923
4929,1548,922
4930,1554,926
4931,1559,935
4932,1566,946
4933,1573,953
4934,1582,956
4935,1590,961
4936,1597,966
4937,1600,968
4938,1596,966
4939,1589,961
4940,1582,957
4941,1575,955
4942,1569,951
4943,1564,942
4944,1560,933
4945,1556,927
4946,1549,929
4947,1542,932
4948,1536,936
4949,1533,940
4950,1535,939
4951,1539,934
4952,1544,931
4953,1550,928
4954,1556,928
4955,1562,933
4956,1568,939
4957,1574,945
4958,1577,952
4959,1576,955
4960,1576,957
4961,1578,960
4962,1582,963
4963,1586,967
4964,1590,971
4965,1591,967
4966,1590,961
4967,1590,957
4968,1590,952
4969,1590,949
4970,1592,946
4971,1594,943
4972,1594,941
4973,1592,938
4974,1591,936
4975,1590,936
4976,1591,936
4977,1592,938
4978,1593,940
4979,1594,943
4980,1594,946
4981,1593,949
4982,1593,952
4983,1593,956
4984,1592,960
4985,1593,966
4986,1590,968
4987,1584,970
4988,1580,969
4989,1576,968
4990,1574,967
4991,1571,968
4992,1570,970
4993,1571,969
4994,1572,967
4995,1573,965
4996,1573,965
4997,1572,965
4998,1571,966
4999,1572,967
5000,1574,969
5001,1576,970
5002,1578,968
5003,1582,967
5004,1586,966
5005,1590,966
5006,1594,966
5007,1592,963
5008,1590,961
5009,1589,958
5010,1590,957
5011,1591,956
5012,1594,957
5013,1594,958
5014,1592,960
5015,1590,962
5016,1589,965
5017,1586,967
5018,1584,969
5019,1582,970
5020,1580,969
5021,1579,969
5022,1578,970
5023,1577,969
5024,1577,969
5025,1577,970
5026,1578,969
5027,1579,970
5028,1581,969
5029,1584,969
5030,1587,970
5031,1590,969
5032,1592,966
5033,1594,964
5034,986,513
5035,993,490
5036,999,470
5037,1006,453
5038,1012,439
5039,1023,427
5040,1033,415
5041,1042,404
5042,1051,390
5043,1060,377
5044,1073,364
5045,1086,350
5046,1099,333
5047,1113,317
5048,1127,302
5049,1139,288
5050,1150,277
5051,1159,266
5052,1170,255
5053,1181,244
5054,1191,233
5055,1203,221
5056,1214,211
5057,1226,198
5058,1237,184
5059,1247,168
5060,1255,149
5061,1264,129
5062,1273,108
5063,1283,91
5064,1294,87
5065,1304,96
5066,1317,112
5067,1328,128
5068,1335,141
5069,1339,153
5070,1342,164
5071,1343,171
5072,1342,181
5073,1341,185
5074,1339,181
5075,1340,177
5076,1340,171
5077,1348,154
5078,1351,141
5079,1352,128
5080,1353,111
5081,1356,96
5082,1358,89
5083,1360,93
5084,1363,105
5085,1365,120
5086,1369,131
5087,1372,141
5088,1377,145
5089,1382,144
5090,1385,137
5091,1389,128
5092,1392,115
5093,1397,101
5094,1402,93
5095,1408,95
5096,1414,104
5097,1421,116
5098,1428,127
5099,1437,131
5100,1446,133
5101,1456,133
5102,1466,125
5103,1476,115
5104,1488,105
5105,1499,98
5106,1512,97
5107,1524,104
5108,1537,113
5109,1550,122
5110,1564,131
5111,1579,139
5112,1594,147
5113,1605,154
5114,1607,162
5115,1598,170
5116,1585,177
5117,1573,184
5118,1567,191
5119,1562,199
5120,1558,205
5121,1554,213
5122,1551,220
5123,1553,226
5124,1556,232
5125,1560,238
5126,1566,243
5127,1574,247
5128,1586,250
5129,1598,253
5130,1605,256
5131,1601,260
5132,1591,263
5133,1579,266
5134,1569,269
5135,1566,275
5136,1571,281
5137,1579,288
5138,1587,294
5139,1596,300
5140,1600,307
5141,1600,313
5142,1595,319
5143,1586,325
5144,1579,331
5145,1572,337
5146,1567,344
5147,1566,349
5148,1572,354
5149,1579,358
5150,1586,363
5151,1595,367
5152,1598,372
5153,1597,377
5154,1590,382
5155,1582,387
5156,1576,393
5157,1572,399
5158,1575,400
5159,1581,401
5160,1587,401
5161,1593,401
5162,1596,400
5163,1592,399
5164,1585,399
5165,1581,400
5166,1576,400
5167,1574,400
5168,1575,399
5169,1578,399
5170,1581,399
5171,1584,398
5172,1588,398
5173,1594,398
5174,1594,398
5175,1589,398
5176,1586,398
5177,1584,398
5178,1583,398
5179,1582,400
5180,1580,401
5181,1580,404
5182,1580,406
5183,1582,408
5184,1585,409
5185,1588,409
5186,1592,411
5187,1594,412
5188,1590,414
5189,1587,415
5190,1585,418
5191,1584,421
