Frame,X,Y
12201,527,676
12202,529,675
12203,529,673
12204,530,672
12205,528,671
12206,526,671
12207,525,671
12208,522,671
12209,520,673
12210,519,675
12211,517,677
12212,517,680
12213,518,683
12214,520,687
12215,522,690
12216,525,692
12217,529,694
12218,532,697
12219,534,699
12220,536,702
12221,538,705
12222,539,709
12223,541,712
12224,542,716
12225,544,720
12226,551,724
12227,559,728
12228,567,732
12229,575,737
12230,583,743
12231,589,749
12232,595,753
12233,599,754
12234,599,752
12235,595,747
12236,589,742
12237,583,737
12238,577,734
12239,570,731
12240,563,728
12241,555,727
12242,549,726
12243,546,726
12244,551,726
12245,557,727
12246,563,729
12247,569,731
12248,574,734
12249,579,738
12250,583,742
12251,588,746
12252,592,751
12253,594,752
12254,593,748
12255,591,744
12256,589,740
12257,586,738
12258,582,736
12259,578,735
12260,574,735
12261,570,736
12262,565,736
12263,560,738
12264,556,739
12265,559,739
12266,563,740
12267,568,740
12268,571,741
12269,574,742
12270,577,744
12271,579,747
12272,580,751
12273,583,755
12274,585,759
12275,583,759
12276,578,759
12277,573,758
12278,568,757
12279,563,756
12280,559,756
12281,556,758
12282,557,763
12283,558,769
12284,558,774
12285,558,780
12286,561,779
12287,564,775
12288,566,771
12289,569,768
12290,573,767
12291,577,766
12292,580,765
12293,581,762
12294,582,761
12295,583,761
12296,582,762
12297,581,763
12298,579,766
12299,577,768
12300,575,771
12301,572,773
12302,569,777
12303,565,776
12304,561,776
12305,557,777
12306,555,776
12307,556,772
12308,557,769
12309,558,766
12310,559,763
12311,559,761
12312,561,762
12313,562,763
12314,562,763
12315,563,765
12316,563,767
12317,563,769
12318,562,771
12319,563,773
12320,565,775
12321,567,778
12322,567,779
12323,565,777
12324,563,775
12325,561,775
12326,557,774
12327,555,775
12328,553,774
12329,553,771
12330,553,769
12331,551,768
12332,549,767
12333,551,766
12334,552,765
12335,552,764
12336,551,765
12337,551,765
12338,552,766
12339,552,765
12340,551,764
12341,551,764
12342,551,764
12343,551,765
12344,551,765
12345,551,765
12346,551,765
12347,552,765
12348,552,765
12349,552,765
12350,552,765
12351,552,765
12352,552,765
12353,552,765
12354,552,765
12355,552,765
12356,552,765
12357,869,141
12358,848,173
12359,828,197
12360,808,220
12361,789,241
12362,772,258
12363,758,274
12364,747,286
12365,734,293
12366,719,296
12367,703,297
12368,688,298
12369,673,299
12370,658,301
12371,642,303
12372,632,305
12373,622,308
12374,617,311
12375,619,315
12376,627,318
12377,636,323
12378,648,327
12379,658,332
12380,669,332
12381,678,325
12382,686,318
12383,695,312
12384,703,305
12385,711,298
12386,718,291
12387,724,284
12388,731,277
12389,737,270
12390,742,263
12391,745,252
12392,749,240
12393,753,226
12394,757,210
12395,759,192
12396,761,172
12397,763,153
12398,764,134
12399,766,114
12400,768,98
12401,772,92
12402,778,102
12403,783,116
12404,788,130
12405,793,144
12406,799,157
12407,803,169
12408,808,176
12409,813,183
12410,818,190
12411,823,197
12412,828,203
12413,833,209
12414,837,214
12415,843,218
12416,848,223
12417,853,227
12418,858,231
12419,862,235
12420,866,239
12421,869,244
12422,873,249
12423,875,253
12424,878,258
12425,881,260
12426,884,257
12427,887,253
12428,891,249
12429,893,245
12430,894,243
12431,895,241
12432,897,238
12433,901,237
12434,909,238
12435,919,239
12436,925,236
12437,925,231
12438,922,227
12439,915,231
12440,911,238
12441,907,243
12442,908,242
12443,911,235
12444,913,229
12445,917,231
12446,923,234
12447,923,236
12448,918,235
12449,912,233
12450,907,234
12451,909,239
12452,911,242
12453,915,238
12454,918,235
12455,922,231
12456,923,231
12457,919,233
12458,915,237
12459,913,240
12460,910,241
12461,909,239
12462,907,236
12463,909,237
12464,911,239
12465,915,239
12466,917,239
12467,919,238
12468,921,236
12469,923,233
12470,922,231
12471,919,230
12472,916,230
12473,915,231
12474,915,232
12475,915,232
12476,914,233
12477,913,234
12478,911,235
12479,911,235
12480,911,236
12481,911,235
12482,911,235
12483,912,234
12484,913,235
12485,913,234
12486,912,234
12487,913,234
12488,912,234
12489,912,234
12490,912,235
12491,912,235
12492,912,234
12493,913,234
12494,913,233
12495,913,233
12496,913,233
12497,913,234
12498,913,234
12499,913,233
12500,913,233
12501,973,615
12502,956,587
12503,942,561
12504,930,535
12505,919,509
12506,912,485
12507,906,465
12508,896,450
12509,884,440
12510,869,432
12511,858,426
12512,847,421
12513,843,413
12514,841,402
12515,839,392
12516,837,382
12517,835,371
12518,834,362
12519,833,352
12520,830,343
12521,825,339
12522,819,335
12523,810,327
12524,803,318
12525,794,308
12526,785,297
12527,775,286
12528,766,277
12529,755,268
12530,745,258
12531,734,250
12532,722,245
12533,710,242
12534,697,242
12535,686,245
12536,674,250
12537,662,254
12538,650,259
12539,639,260
12540,627,262
12541,619,265
12542,611,266
12543,600,267
12544,589,265
12545,578,262
12546,568,257
12547,559,249
12548,549,238
12549,538,226
12550,527,211
12551,517,195
12552,506,180
12553,496,162
12554,488,144
12555,479,127
12556,470,115
12557,461,107
12558,457,104
12559,456,110
12560,459,121
12561,463,132
12562,467,144
12563,475,155
12564,483,166
12565,487,180
12566,490,194
12567,493,204
12568,497,214
12569,498,224
12570,496,232
12571,489,239
12572,482,247
12573,475,254
12574,468,262
12575,461,271
12576,457,280
12577,461,288
12578,467,298
12579,472,306
12580,476,316
12581,475,326
12582,472,334
12583,469,344
12584,466,354
12585,462,364
12586,459,374
12587,463,384
12588,467,394
12589,469,404
12590,471,415
12591,473,425
12592,475,436
12593,475,447
12594,476,458
12595,476,469
12596,475,480
12597,475,492
12598,473,504
12599,471,516
12600,470,528
12601,467,540
12602,465,554
12603,461,566
12604,462,579
12605,465,592
12606,466,605
12607,466,618
12608,465,632
12609,463,646
12610,462,659
12611,463,673
12612,463,687
12613,462,702
12614,462,716
12615,463,732
12616,463,747
12617,462,763
12618,462,778
12619,463,794
12620,463,811
12621,461,828
12622,463,845
12623,462,863
12624,461,880
12625,463,898
12626,464,916
12627,463,935
12628,462,954
12629,467,970
12630,473,977
12631,481,972
12632,488,958
12633,495,942
12634,500,925
12635,505,908
12636,510,892
12637,516,876
12638,525,862
12639,535,848
12640,545,838
12641,557,836
12642,567,840
12643,576,848
12644,584,857
12645,592,866
12646,600,875
12647,604,883
12648,604,890
12649,603,897
12650,602,905
12651,601,914
12652,600,924
12653,598,934
12654,596,942
12655,593,943
12656,585,940
12657,576,937
12658,567,933
12659,558,930
12660,549,927
12661,540,926
12662,531,925
12663,521,922
12664,511,917
12665,500,917
12666,488,918
12667,481,921
12668,474,923
12669,473,926
12670,479,930
12671,485,935
12672,489,941
12673,495,947
12674,501,946
12675,506,941
12676,511,937
12677,516,937
12678,521,939
12679,527,942
12680,532,946
12681,536,943
12682,540,939
12683,544,936
12684,548,933
12685,552,932
12686,555,932
12687,558,934
12688,560,937
12689,561,940
12690,563,943
12691,565,940
12692,567,938
12693,569,937
12694,570,936
12695,571,935
12696,572,936
12697,571,936
12698,570,936
12699,568,936
12700,567,937
12701,567,939
12702,566,941
12703,565,942
12704,563,940
12705,563,938
12706,561,937
12707,559,936
12708,557,936
12709,555,936
12710,552,937
12711,549,937
12712,547,937
12713,543,937
12714,540,939
12715,537,940
12716,533,941
12717,529,944
12718,525,945
12719,522,943
12720,519,941
12721,515,940
12722,513,939
12723,511,941
12724,508,943
12725,506,947
12726,504,943
12727,503,940
12728,502,938
12729,501,939
12730,499,941
12731,498,943
12732,496,946
12733,495,944
12734,492,942
12735,490,941
12736,488,942
12737,487,945
12738,486,945
12739,485,942
12740,482,943
12741,478,944
12742,477,945
12743,479,943
12744,482,941
12745,484,941
12746,483,943
12747,480,946
12748,478,945
12749,477,943
12750,480,942
12751,482,942
12752,484,943
12753,484,945
12754,484,945
12755,483,943
12756,481,941
12757,480,941
12758,479,941
12759,477,942
12760,478,945
12761,480,945
12762,482,945
12763,483,945
12764,483,943
12765,483,943
12766,482,945
12767,482,945
12768,481,944
12769,481,945
12770,481,946
12771,479,945
12772,477,945
12773,477,943
12774,478,942
12775,478,943
12776,477,943
12777,478,945
12778,479,946
12779,479,945
12780,479,946
12781,479,945
12782,1378,847
12783,1332,768
12784,1291,699
12785,1252,637
12786,1219,580
12787,1188,526
12788,1157,473
12789,1127,422
12790,1102,374
12791,1081,327
12792,1063,285
12793,1044,243
12794,1029,201
12795,1013,160
12796,997,120
12797,983,84
12798,973,92
12799,964,112
12800,954,129
12801,944,140
12802,932,143
12803,919,139
12804,908,135
12805,897,131
12806,887,127
12807,877,123
12808,867,118
12809,856,113
12810,847,108
12811,839,108
12812,830,112
12813,820,115
12814,810,117
12815,800,119
12816,790,119
12817,780,119
12818,771,120
12819,761,119
12820,751,119
12821,742,117
12822,733,115
12823,723,113
12824,714,111
12825,705,109
12826,697,109
12827,687,110
12828,678,110
12829,669,110
12830,660,110
12831,651,111
12832,642,111
12833,634,109
12834,626,110
12835,617,111
12836,609,110
12837,601,110
12838,594,112
12839,587,115
12840,580,116
12841,573,115
12842,567,112
12843,561,110
12844,555,112
12845,548,111
12846,541,111
12847,534,110
12848,527,111
12849,520,111
12850,513,111
12851,505,111
12852,498,111
12853,491,111
12854,484,111
12855,477,111
12856,470,110
12857,465,112
12858,459,115
12859,458,119
12860,458,125
12861,458,129
12862,459,135
12863,458,140
12864,459,145
12865,460,150
12866,460,155
12867,458,160
12868,459,165
12869,459,171
12870,459,176
12871,459,182
12872,459,187
12873,459,192
12874,459,198
12875,459,203
12876,459,209
12877,460,215
12878,459,220
12879,459,226
12880,460,231
12881,460,237
12882,460,243
12883,460,248
12884,459,254
12885,460,260
12886,462,265
12887,464,270
12888,465,275
12889,467,281
12890,468,286
12891,469,292
12892,469,297
12893,469,304
12894,469,310
12895,469,316
12896,467,322
12897,465,329
12898,463,336
12899,460,342
12900,461,348
12901,465,354
12902,469,360
12903,471,366
12904,474,372
12905,477,378
12906,473,384
12907,469,389
12908,463,394
12909,458,399
12910,461,404
12911,466,409
12912,471,415
12913,475,420
12914,477,427
12915,474,433
12916,470,439
12917,465,445
12918,459,450
12919,461,455
12920,466,461
12921,471,467
12922,475,473
12923,479,480
12924,481,487
12925,485,494
12926,487,501
12927,489,508
12928,491,515
12929,493,523
12930,495,531
12931,495,539
12932,495,548
12933,492,560
12934,489,572
12935,485,586
12936,481,598
12937,477,612
12938,477,625
12939,479,638
12940,481,652
12941,481,666
12942,476,678
12943,477,691
12944,482,704
12945,486,718
12946,487,732
12947,483,746
12948,479,760
12949,477,775
12950,479,790
12951,482,806
12952,484,821
12953,487,838
12954,488,854
12955,490,870
12956,497,887
12957,503,905
12958,508,923
12959,510,940
12960,510,955
12961,510,967
12962,511,973
12963,513,968
12964,513,956
12965,513,944
12966,512,931
12967,513,917
12968,514,905
12969,519,890
12970,525,877
12971,529,863
12972,531,850
12973,536,841
12974,541,837
12975,548,835
12976,555,837
12977,562,844
12978,567,853
12979,569,858
12980,570,861
12981,571,864
12982,574,870
12983,575,872
12984,576,867
12985,578,862
12986,579,858
12987,581,853
12988,582,850
12989,583,847
12990,582,845
12991,582,845
12992,581,844
12993,579,845
12994,577,845
12995,576,846
12996,574,847
12997,571,848
12998,565,851
12999,556,855
13000,548,859
13001,539,861
13002,530,865
13003,520,869
13004,513,873
13005,510,877
13006,507,883
13007,504,889
13008,500,893
13009,495,900
13010,490,906
13011,493,913
13012,497,919
13013,501,927
13014,503,931
13015,505,928
13016,506,920
13017,505,914
13018,501,909
13019,498,905
13020,495,900
13021,492,895
13022,492,891
13023,494,888
13024,497,886
13025,499,885
13026,501,885
13027,501,884
13028,500,884
13029,498,883
13030,496,884
13031,495,887
13032,495,891
13033,493,894
13034,492,899
13035,492,903
13036,493,909
13037,493,914
13038,494,920
13039,494,927
13040,495,930
13041,497,925
13042,499,920
13043,501,917
13044,504,915
13045,506,912
13046,504,910
13047,503,909
13048,501,908
13049,501,908
13050,501,908
13051,500,907
13052,499,905
13053,498,905
13054,496,904
13055,494,905
13056,493,907
13057,493,910
13058,493,913
13059,495,916
13060,493,917
13061,493,921
13062,493,924
13063,495,927
13064,497,927
13065,499,924
13066,501,922
13067,502,922
13068,505,923
13069,507,924
13070,507,927
13071,505,925
13072,503,924
13073,503,923
13074,503,921
13075,503,920
13076,503,922
13077,502,924
13078,501,925
13079,499,926
13080,497,928
13081,495,927
13082,493,927
13083,493,927
13084,495,925
13085,495,923
13086,496,922
13087,496,922
13088,495,923
13089,495,925
13090,494,926
13091,492,927
13092,493,928
13093,495,928
13094,497,928
13095,498,927
13096,498,927
13097,884,682
13098,903,665
13099,922,649
13100,940,632
13101,960,617
13102,978,602
13103,999,589
13104,1021,576
13105,1042,563
13106,1060,550
13107,1076,535
13108,1090,519
13109,1101,506
13110,1109,492
13111,1118,482
13112,1127,473
13113,1135,464
13114,1145,457
13115,1155,448
13116,1167,439
13117,1179,429
13118,1191,418
13119,1203,408
13120,1216,395
13121,1224,381
13122,1231,367
13123,1236,355
13124,1241,347
13125,1247,343
13126,1254,339
13127,1261,342
13128,1269,345
13129,1277,350
13130,1287,358
13131,1297,365
13132,1308,374
13133,1319,386
13134,1329,399
13135,1340,411
13136,1353,417
13137,1367,419
13138,1381,422
13139,1393,423
13140,1405,421
13141,1416,420
13142,1423,414
13143,1426,403
13144,1427,391
13145,1428,380
13146,1431,369
13147,1428,359
13148,1423,349
13149,1422,340
13150,1417,335
13151,1410,337
13152,1406,339
13153,1404,346
13154,1402,357
13155,1400,368
13156,1399,379
13157,1400,390
13158,1400,400
13159,1400,409
13160,1397,415
13161,1389,415
13162,1380,413
13163,1373,412
13164,1364,409
13165,1354,403
13166,1345,397
13167,1336,393
13168,1328,387
13169,1321,382
13170,1314,377
13171,1308,372
13172,1303,375
13173,1298,381
13174,1295,387
13175,1291,393
13176,1288,399
13177,1287,405
13178,1285,405
13179,1284,399
13180,1284,393
13181,1284,388
13182,1285,383
13183,1286,377
13184,1288,373
13185,1290,375
13186,1293,380
13187,1297,385
13188,1301,390
13189,1305,395
13190,1309,400
13191,1314,405
13192,1319,406
13193,1326,405
13194,1334,403
13195,1342,403
13196,1350,401
13197,1358,399
13198,1366,398
13199,1376,397
13200,1382,395
13201,1384,394
13202,1385,393
13203,1386,392
13204,1388,394
13205,1392,396
13206,1396,398
13207,1399,401
13208,1402,403
13209,1399,400
13210,1396,398
13211,1393,396
13212,1390,395
13213,1390,394
13214,1389,395
13215,1389,395
13216,1390,397
13217,1392,399
13218,1395,399
13219,1398,401
13220,1402,402
13221,1401,401
13222,1398,399
13223,1397,397
13224,1395,395
13225,1393,394
13226,1392,394
13227,1394,396
13228,1396,397
13229,1398,396
13230,1400,395
13231,1402,394
13232,1405,394
13233,1404,393
13234,1402,393
13235,1400,393
13236,1398,393
13237,1396,394
13238,1396,393
13239,1395,393
13240,1395,392
13241,1396,391
13242,1398,391
13243,1399,392
13244,1400,392
13245,1402,392
13246,1403,393
13247,1405,394
13248,1404,394
13249,1403,395
13250,1402,396
13251,1402,399
13252,1402,400
13253,1401,401
13254,1401,402
13255,1400,404
13256,1399,405
13257,1399,405
13258,1399,405
13259,1399,405
13260,1400,405
13261,1400,404
13262,1401,403
13263,1401,401
13264,1402,401
13265,1402,400
13266,1403,399
13267,1404,399
13268,1404,397
13269,1404,396
13270,1404,396
13271,1404,397
13272,1404,398
13273,1404,398
13274,1404,397
13275,1404,397
13276,1404,397
13277,1404,398
13278,1404,398
13279,1404,397
13280,1404,396
13281,1404,397
13282,1404,397
13283,1404,397
13284,1404,397
13285,1403,397
13286,1403,397
13287,1428,568
13288,1409,570
13289,1394,577
13290,1378,586
13291,1360,599
13292,1342,613
13293,1327,626
13294,1312,637
13295,1297,648
13296,1287,662
13297,1276,677
13298,1266,691
13299,1256,706
13300,1247,722
13301,1239,736
13302,1232,751
13303,1226,766
13304,1219,782
13305,1213,797
13306,1202,804
13307,1189,807
13308,1176,812
13309,1165,817
13310,1153,824
13311,1146,831
13312,1145,842
13313,1148,853
13314,1152,867
13315,1159,884
13316,1168,902
13317,1178,923
13318,1188,945
13319,1200,965
13320,1211,979
13321,1223,981
13322,1235,969
13323,1247,955
13324,1261,940
13325,1273,926
13326,1281,910
13327,1285,896
13328,1289,882
13329,1290,871
13330,1291,863
13331,1291,860
13332,1289,862
13333,1286,869
13334,1284,877
13335,1282,890
13336,1279,902
13337,1273,915
13338,1265,929
13339,1258,943
13340,1251,955
13341,1245,967
13342,1238,974
13343,1232,974
13344,1226,968
13345,1221,958
13346,1215,948
13347,1211,936
13348,1206,925
13349,1203,915
13350,1199,906
13351,1198,898
13352,1198,891
13353,1198,884
13354,1199,878
13355,1203,879
13356,1207,884
13357,1211,890
13358,1217,895
13359,1221,905
13360,1223,913
13361,1225,921
13362,1229,931
13363,1233,942
13364,1237,952
13365,1241,956
13366,1248,959
13367,1256,964
13368,1263,966
13369,1272,962
13370,1281,958
13371,1290,955
13372,1300,953
13373,1309,951
13374,1320,951
13375,1331,953
13376,1342,955
13377,1353,959
13378,1365,963
13379,1377,967
13380,1389,964
13381,1401,960
13382,1413,957
13383,1427,954
13384,1440,952
13385,1454,951
13386,1469,950
13387,1483,949
13388,1498,949
13389,1513,949
13390,1528,949
13391,1544,951
13392,1559,954
13393,1575,959
13394,1591,965
13395,1606,969
13396,1615,969
13397,1616,964
13398,1606,957
13399,1593,951
13400,1579,945
13401,1565,937
13402,1552,929
13403,1542,923
13404,1534,921
13405,1526,920
13406,1518,919
13407,1511,919
13408,1504,919
13409,1498,920
13410,1493,922
13411,1487,923
13412,1482,925
13413,1478,928
13414,1474,931
13415,1470,934
13416,1466,937
13417,1464,941
13418,1461,946
13419,1459,951
13420,1458,958
13421,1458,964
13422,1458,969
13423,1458,965
13424,1459,958
13425,1460,953
13426,1462,948
13427,1464,944
13428,1467,941
13429,1470,938
13430,1474,937
13431,1478,936
13432,1482,937
13433,1487,939
13434,1492,941
13435,1498,943
13436,1504,947
13437,1510,949
13438,1517,953
13439,1524,959
13440,1531,964
13441,1538,969
13442,1546,965
13443,1554,960
13444,1562,955
13445,1571,952
13446,1580,947
13447,1587,939
13448,1590,932
13449,1596,927
13450,1604,923
13451,1606,919
13452,1600,915
13453,1593,914
13454,1587,913
13455,1581,913
13456,1577,912
13457,1573,913
13458,1570,913
13459,1568,915
13460,1569,918
13461,1568,919
13462,1568,921
13463,1566,928
13464,1564,938
13465,1564,947
13466,1566,952
13467,1570,957
13468,1573,963
13469,1577,969
13470,1581,969
13471,1585,963
13472,1590,956
13473,1595,952
13474,1603,952
13475,1607,952
13476,1604,952
13477,1597,953
13478,1591,956
13479,1587,961
13480,1584,967
13481,1581,969
13482,1580,963
13483,1580,958
13484,1580,953
13485,1581,949
13486,1584,941
13487,1580,935
13488,1573,933
13489,1566,931
13490,1560,931
13491,1554,931
13492,1550,932
13493,1545,934
13494,1543,936
13495,1544,935
13496,1548,932
13497,1552,930
13498,1557,930
13499,1562,930
13500,1566,933
13501,1572,936
13502,1578,940
13503,1585,944
13504,1585,948
13505,1582,948
13506,1580,941
13507,1580,934
13508,1577,932
13509,1572,933
13510,1568,936
13511,1565,938
13512,1562,942
13513,1560,944
13514,1561,939
13515,1561,936
13516,1562,934
13517,1563,932
13518,1564,930
13519,1565,929
13520,1567,930
13521,1570,931
13522,1573,931
13523,1577,932
13524,1580,935
13525,1580,940
13526,1580,946
13527,1581,946
13528,1583,941
13529,1582,937
13530,1578,935
13531,1575,935
13532,1572,934
13533,1570,934
13534,1569,935
13535,1568,936
13536,1567,937
13537,1566,940
13538,1566,943
13539,1566,945
13540,1568,944
13541,1571,942
13542,1574,941
13543,1577,939
13544,1581,938
13545,1584,939
13546,1580,940
13547,1577,943
13548,1574,945
13549,1571,945
13550,1569,943
13551,1568,942
13552,1568,941
13553,1567,940
13554,1567,940
13555,1567,941
13556,1568,941
13557,1569,943
13558,1571,944
13559,1573,945
13560,1576,943
13561,1579,942
13562,1583,941
13563,1582,941
13564,1578,940
13565,1576,940
13566,1574,940
13567,1573,939
13568,1573,940
13569,1574,941
13570,1574,943
13571,1576,945
13572,1578,945
13573,1582,944
13574,1583,943
13575,1580,944
13576,1577,945
13577,1576,944
13578,1576,942
13579,1577,941
13580,1578,941
13581,1581,940
13582,1583,940
13583,1582,941
13584,1579,943
13585,1578,945
13586,1578,945
13587,1579,943
13588,1581,941
13589,1584,941
13590,1582,943
13591,1579,944
13592,1578,945
13593,1578,944
13594,1577,944
13595,1576,945
13596,1578,945
13597,1581,945
13598,1583,946
13599,1582,944
13600,1582,942
13601,1582,940
13602,1583,940
13603,1582,941
13604,1582,943
13605,1583,945
13606,848,714
13607,848,705
13608,849,696
13609,852,686
13610,853,675
13611,848,666
13612,842,658
13613,835,650
13614,829,646
13615,822,647
13616,814,652
13617,805,656
13618,799,658
13619,788,662
13620,775,666
13621,761,674
13622,746,682
13623,728,691
13624,708,695
13625,687,699
13626,666,702
13627,643,705
13628,621,709
13629,599,713
13630,577,719
13631,554,724
13632,532,730
13633,513,736
13634,496,744
13635,482,752
13636,469,761
13637,459,771
13638,454,781
13639,458,792
13640,466,802
13641,475,814
13642,487,826
13643,498,838
13644,511,851
13645,523,864
13646,536,877
13647,547,888
13648,556,899
13649,565,909
13650,574,920
13651,583,931
13652,591,942
13653,595,952
13654,597,962
13655,599,969
13656,601,969
13657,603,962
13658,605,951
13659,607,943
13660,607,932
13661,608,921
13662,607,910
13663,606,901
13664,605,892
13665,602,884
13666,597,875
13667,589,867
13668,581,859
13669,573,852
13670,564,844
13671,552,839
13672,541,837
13673,532,839
13674,523,841
13675,514,843
13676,504,843
13677,495,845
13678,491,849
13679,487,853
13680,483,857
13681,479,863
13682,475,868
13683,480,873
13684,485,878
13685,490,883
13686,500,890
13687,509,896
13688,519,902
13689,527,907
13690,536,912
13691,541,916
13692,544,918
13693,545,920
13694,547,923
13695,545,927
13696,543,931
13697,542,936
13698,540,942
13699,538,947
13700,535,944
13701,531,939
13702,527,936
13703,523,934
13704,519,933
13705,515,934
13706,513,937
13707,512,942
13708,511,948
13709,511,947
13710,511,941
13711,511,937
13712,512,937
13713,515,939
13714,517,944
13715,520,947
13716,523,943
13717,525,939
13718,527,937
13719,529,936
13720,530,935
13721,532,934
13722,533,936
13723,533,938
13724,533,942
13725,533,945
13726,533,944
13727,531,943
13728,528,942
13729,525,943
13730,523,944
13731,520,946
13732,517,944
13733,514,942
13734,511,942
13735,507,943
13736,504,944
13737,501,946
13738,498,944
13739,495,942
13740,493,940
13741,493,938
13742,493,939
13743,495,941
13744,498,942
13745,500,944
13746,502,946
13747,505,944
13748,507,943
13749,509,943
13750,509,943
13751,509,941
13752,509,942
13753,510,943
13754,511,942
13755,512,942
13756,513,942
13757,1256,538
13758,1186,542
13759,1124,548
13760,1069,553
13761,1022,559
13762,983,566
13763,956,574
13764,938,582
13765,922,592
13766,911,608
13767,904,626
13768,899,643
13769,901,660
13770,906,679
13771,911,697
13772,916,716
13773,925,730
13774,933,741
13775,941,753
13776,948,762
13777,953,772
13778,958,781
13779,961,788
13780,964,795
13781,967,804
13782,970,812
13783,975,815
13784,979,812
13785,979,804
13786,979,795
13787,979,788
13788,979,782
13789,979,775
13790,983,769
13791,992,763
13792,1003,755
13793,1017,745
13794,1031,733
13795,1046,721
13796,1060,710
13797,1071,698
13798,1081,688
13799,1087,677
13800,1089,667
13801,1091,657
13802,1090,647
13803,1088,635
13804,1085,624
13805,1079,613
13806,1073,601
13807,1067,590
13808,1059,580
13809,1053,571
13810,1046,562
13811,1038,554
13812,1029,544
13813,1021,535
13814,1021,528
13815,1021,526
13816,1016,528
13817,1015,524
13818,1015,521
13819,1017,525
13820,1019,528
13821,1023,532
13822,1026,542
13823,1029,552
13824,1032,563
13825,1036,573
13826,1038,583
13827,1035,589
13828,1028,586
13829,1021,578
13830,1015,571
13831,1010,564
13832,1009,559
13833,1016,558
13834,1024,559
13835,1032,561
13836,1041,563
13837,1045,564
13838,1044,564
13839,1037,563
13840,1029,562
13841,1021,561
13842,1014,561
13843,1009,561
13844,1011,564
13845,1017,568
13846,1024,573
13847,1030,577
13848,1036,582
13849,1039,586
13850,1036,586
13851,1029,583
13852,1022,581
13853,1016,579
13854,1009,577
13855,1009,575
13856,1014,572
13857,1020,570
13858,1025,568
13859,1031,567
13860,1035,565
13861,1040,562
13862,1041,559
13863,1040,555
13864,1039,551
13865,1039,548
13866,1038,546
13867,1035,544
13868,1034,543
13869,1033,541
13870,1033,539
13871,1031,539
13872,1031,537
13873,1031,536
13874,1031,537
13875,1031,539
13876,1031,540
13877,1031,542
13878,1031,544
13879,1031,546
13880,1031,548
13881,1032,551
13882,1033,553
13883,1033,556
13884,1034,559
13885,1034,563
13886,1035,566
13887,1036,570
13888,1035,573
13889,1033,575
13890,1029,574
13891,1025,574
13892,1021,573
13893,1018,574
13894,1015,575
13895,1012,575
13896,1009,576
13897,1011,576
13898,1013,577
13899,1016,578
13900,1019,580
13901,1020,583
13902,1022,585
13903,1025,585
13904,1029,586
13905,1031,586
13906,1033,586
13907,1033,586
13908,1032,587
13909,1031,587
13910,1028,587
13911,1027,587
13912,1024,586
13913,1023,585
13914,1021,584
13915,1022,582
13916,1023,581
13917,1023,581
13918,1023,581
13919,1023,581
13920,1022,582
13921,1021,583
13922,1022,585
13923,1023,586
13924,1024,586
13925,1026,587
13926,1027,587
13927,1027,587
13928,1025,587
13929,1024,586
13930,1023,585
13931,1022,585
13932,1022,584
13933,1022,583
13934,1022,582
13935,1022,582
13936,1022,583
13937,1023,584
13938,1023,583
13939,1022,583
13940,1021,583
13941,1020,583
13942,1020,583
13943,1020,583
13944,1020,583
13945,1021,584
13946,1022,584
13947,1022,583
13948,1231,357
13949,1183,339
13950,1141,323
13951,1107,312
13952,1081,301
13953,1062,292
13954,1047,284
13955,1037,270
13956,1031,255
13957,1025,240
13958,1018,226
13959,1011,209
13960,1005,193
13961,1000,175
13962,995,158
13963,991,141
13964,987,122
13965,983,102
13966,983,90
13967,984,89
13968,987,101
13969,987,117
13970,988,134
13971,989,149
13972,991,160
13973,993,171
13974,996,181
13975,1002,186
13976,1011,190
13977,1020,193
13978,1030,197
13979,1038,200
13980,1041,204
13981,1039,205
13982,1032,204
13983,1023,201
13984,1015,198
13985,1008,195
13986,1003,189
13987,1003,181
13988,1003,173
13989,1002,165
13990,1001,157
13991,999,149
13992,996,138
13993,994,125
13994,992,113
13995,990,101
13996,989,95
13997,989,99
13998,989,109
13999,989,121
14000,988,132
14001,988,142
14002,988,150
14003,989,152
14004,991,147
14005,992,138
14006,994,129
14007,996,120
14008,999,111
14009,1003,103
14010,1007,100
14011,1011,101
14012,1015,107
14013,1018,116
14014,1021,124
14015,1024,132
14016,1027,139
14017,1029,140
14018,1031,133
14019,1034,127
14020,1037,119
14021,1041,112
14022,1045,105
14023,1050,102
14024,1055,107
14025,1059,114
14026,1064,121
14027,1068,127
14028,1073,133
14029,1077,139
14030,1081,145
14031,1084,146
14032,1087,139
14033,1090,133
14034,1092,125
14035,1094,118
14036,1096,111
14037,1099,103
14038,1104,102
14039,1108,107
14040,1112,114
14041,1117,119
14042,1123,124
14043,1128,129
14044,1134,133
14045,1140,136
14046,1146,137
14047,1152,138
14048,1159,139
14049,1165,140
14050,1172,142
14051,1179,145
14052,1185,148
14053,1192,151
14054,1199,154
14055,1206,156
14056,1214,158
14057,1222,159
14058,1229,157
14059,1233,151
14060,1238,144
14061,1243,137
14062,1248,131
14063,1254,124
14064,1261,117
14065,1267,109
14066,1275,101
14067,1283,98
14068,1290,101
14069,1299,109
14070,1307,115
14071,1316,121
14072,1325,126
14073,1332,121
14074,1336,111
14075,1341,101
14076,1346,95
14077,1350,94
14078,1355,101
14079,1361,110
14080,1368,118
14081,1376,120
14082,1384,114
14083,1392,106
14084,1400,98
14085,1408,95
14086,1417,97
